Dysfunction	Exclusion
ITGB5	0.0189186921152	2.83357847875
ITGB8	-1.73156459577	0.501509902553
CXCL9	1.04857594511	-2.82433851388
MID1	-1.70993114013	1.51723621608
CALD1	-0.16933506676	2.94156055076
SERPINE2	-0.38980031575	4.79856188689
DOCK8	0.630240490691	-1.77334443199
PHLDA1	0.211356298442	1.99619272607
GIMAP4	1.21565245196	-2.24972438672
HN1	-0.609227592921	1.76128972777
AIM1	1.09625120768	-2.18511432854
RCBTB2	-0.731453626307	-1.54755038911
KIF23	-0.242448500776	1.56564044589
SLC4A7	-1.76831113519	0.671285047267
DIP2C	-0.847325002282	1.73750500078
RRS1	-0.687144697793	1.71946717047
NBEAL2	1.51321999326	-0.621566199534
CDCA7L	0.100696743076	2.01425891361
ROBO1	-0.390541517267	2.50216496105
AMOTL1	0.160491464003	1.84731752801
PARP12	2.21918343095	-0.532023285447
SLC16A4	-0.337953238427	1.76975407836
KHDRBS3	-1.90792941677	1.14346778179
COMP	-0.448861157831	1.70423092015
FZD7	-0.700280037637	1.74966843167
FZD6	-0.319364688503	1.51148356976
CERS6	0.072632158456	-1.9889332197
KLRB1	2.14761215633	-0.69668306391
CD3D	2.21223669004	-1.7552265175
CXCL14	0.490498590003	3.01247062073
TCF7	1.83748380466	-0.0378965525673
ZEB1	0.313174632712	2.42204832974
PTPRN2	1.86852624245	-0.0988490621209
PPP1R14A	-0.180723962726	3.25884540683
COL18A1	1.06605097789	2.65462268793
CXCR3	1.80867232413	-0.203320915382
CSF2RB	0.662465562239	-2.78949130344
CHPF	-0.335073398559	1.69320477054
NUAK1	1.69267118008	0.670565067413
P4HA2	-0.700085772705	1.9745798079
LOXL2	1.65599679502	2.56997724598
LOXL1	0.662308484233	1.84512626539
LOX	-0.808470223406	1.76352409128
SBF1	1.68192485612	0.0333904406512
MSMO1	-1.62821333894	0.600772390972
DCN	0.523358748037	3.87470472115
MLLT11	-0.130729883133	1.96407834263
RASSF5	2.08937371571	-0.933720203004
TUSC3	-0.230214008454	1.91894624082
SKAP1	1.88801832538	-0.570126632526
FN1	0.230496687484	3.56632103462
PITPNM1	1.95418199344	-0.0310257713874
DPYSL2	0.156560006648	1.51129656027
TFPI	-0.126855610247	1.91946626056
AKNA	1.83698855503	-1.07107259823
ABHD17C	-0.219867236195	4.92047275217
FGD3	1.89010008134	-0.527425371964
SPARCL1	0.537521111825	1.66536831167
SRPX	-0.374657508442	3.15731263314
B3GNT7	1.53236682825	0.442544790341
IGFBP6	0.544902157197	1.87200068989
IGFBP5	0.130410401117	3.08654206043
IGFBP2	-1.41235087229	1.84587155076
IGFBP4	0.751441636265	2.52206928097
IGFBP3	0.695937032917	3.80828648246
MRC1	0.0771371519608	-5.0481064917
SAMD9	1.68243548962	-0.14869742357
NET1	-0.106432825718	1.51124473287
ARMCX3	-1.5737084512	0.20179112973
TAGLN	1.31250313256	2.09854146315
TMC8	1.93221659284	-0.315691423346
B3GNT2	-0.166740303204	2.21933260559
VCL	-0.440625625146	1.60514529819
ABTB1	1.66763397436	0.337063017033
BMP4	1.78429584137	1.69176156907
BMP2	1.54572284062	2.37163330024
APOBEC3C	1.66495561868	0.127964470491
TUBA4A	1.60233950998	-2.03939752608
COL9A3	0.342599606758	2.0264608332
COL6A2	0.63231820164	2.57126623029
COL6A3	0.722211369475	5.44080618618
COL5A2	-0.366464357977	3.79409021704
COL6A1	0.617128819813	3.90635072396
COL7A1	1.60256519278	1.83737865386
COL8A1	0.0737274859956	2.70561149967
DZIP1	-1.35347681242	2.03834526368
GGT5	1.11577416199	2.18137522686
METTL7B	-0.0620607230701	-1.79911740777
MYH10	-0.320794421157	2.32065503561
AGER	0.598310949742	2.93280530539
LHFP	0.398382767675	2.57220717726
CKB	0.828349420614	1.64235848201
RAB20	0.286117842878	-1.72052292859
PTK2B	1.65861120604	-0.863148957758
MDK	-0.128219053005	1.55654012206
LFNG	1.57871129474	-0.89362174669
FBXO17	-0.452718259899	1.5241008667
COL5A1	0.335588384544	4.55003394379
PTPRS	0.358672661233	1.92706804842
DEPTOR	-1.22245965422	1.57261032768
LRRC25	1.58420274619	-0.936036702231
AXIN2	1.92949534818	-0.051557322743
SUN2	1.64708976802	-0.81711924302
S100A1	-1.61420266759	0.103608564996
S100A4	0.837625102806	1.55850672401
S100A3	1.16733693554	2.23389615153
S100A8	-0.561225114403	-1.84410298777
ADGRG6	-0.332870672941	1.52752098564
CD79A	1.93750392441	-0.532171489371
CD74	1.62482715656	-0.68943170605
CDA	0.72813969846	-1.52064580909
MS4A6A	0.75899210081	1.6936514351
BICDL1	2.08340270378	-0.299387969577
CSPG4	-0.575757960563	2.55613470721
CSRP2	0.712074798436	1.52784219714
VCAN	-0.075630924934	2.89778162105
CYP26B1	1.83958548454	1.03948976791
IFIT2	0.853527162615	-1.99155772817
IFIT3	1.07265664178	-1.86106658032
EPB41L2	-0.171629073771	2.61197020933
SH3BGR	-2.20246145174	0.392946401313
LUM	-0.275538634461	3.10562213002
LYN	-0.221598785976	-1.5086319529
LYZ	0.291985759225	-1.80200525695
SLAMF6	1.60007569058	-0.283841811132
LIF	-0.969793110447	1.88283024796
APOBEC3D	1.70856370534	-0.15672926164
PDGFC	-0.337745104891	3.40122035254
PRF1	1.99707889573	-1.13992811198
SRGN	0.634197157114	-1.92005644838
RAC2	1.27515938334	-2.34185123527
P3H4	-0.410562008766	2.49715903886
CLDN7	0.2140816255	-1.50652053322
SLC39A10	-1.64329000904	1.13833063849
ANKRD50	-0.778096414711	1.5681016792
NECTIN3	0.13006092233	4.15824134451
KIF11	-0.328077616505	1.59039206884
KIFC1	-0.69933359937	1.53626914664
KIRREL	-0.895657399122	1.71952679878
ELOVL5	-1.60593951726	-0.0847449749906
TUBA1A	-0.174830272499	1.77127117761
SH3BP4	0.149408749217	2.30104896331
GULP1	-0.543274461722	1.97690286701
IDO1	1.16452760343	-2.26946460039
MPST	-1.55414700445	0.778930261566
PCED1B	1.88010004958	1.74986244532
SFRP1	-0.992742908822	3.11280470796
DYSF	0.63662953882	-1.63117758706
GPC4	-0.618827910893	-2.55596947641
SLC9A9	1.69500515115	0.238563398905
OXR1	-1.89411225908	0.154086649768
SHTN1	-0.0165928893902	-2.02340888241
CPNE5	2.14094032004	-0.373179589052
DENND2D	0.959497324849	-2.23352426214
AGFG2	1.83636519017	-0.0503138790832
DCBLD2	-0.295736510306	3.26777648136
MATK	0.592555355451	-1.91211180547
PLOD2	-0.714425095725	3.79551308327
PLOD1	-1.02555446534	1.79809062139
PLS3	-0.131824928024	2.2147625418
PIM2	1.69288625939	-0.66744838408
HCST	1.44693818931	-1.66298948909
NAT14	-0.848485898856	1.6908740306
CA2	0.294836263189	-2.17020652807
PTN	1.37486899009	1.5329740741
PMEPA1	1.43377242314	2.59158070504
DACT1	0.136781476343	1.99258590059
ELMO1	1.62681487125	-0.532323802483
CMKLR1	2.02680162242	-0.591970401052
VASH1	2.37507179091	-0.0858227075537
HMGCS1	-1.54551928735	-0.0935972141056
JADE2	1.55076878632	-0.712560409939
LGR4	-1.62266288166	0.4872562582
FSCN1	-0.1090357013	1.86629998761
TLE1	-1.53372005394	1.07407291839
PRAME	0.0191932615504	1.86763214514
NNT	-1.61546366232	0.307965887439
FERMT1	0.29898166441	1.6410572929
DOK3	1.81980231758	-0.886595687268
PIK3IP1	2.40522280202	-0.0800191702561
STC1	0.570924997736	1.6445951595
GIMAP7	1.72843410869	-1.66827618497
SPON1	-0.786996024231	1.82931366246
KCNE4	0.624712203863	1.52098719076
BEX3	-0.240140865482	6.39840332014
PPP1R16B	2.05887286029	-0.558028496142
RRM2	0.039538217293	1.62482812297
ADAM19	2.1650768068	1.51304988935
CTSF	0.312970447071	2.28367166644
TAGAP	1.65208975825	-2.01636795303
CD4	1.92445705171	0.121877137135
CD5	2.86173384572	-0.338205343323
CD6	2.09334097843	-0.721807474188
CD7	1.99919883576	-1.60011137963
CD8A	2.20755501885	-1.19551993542
CD8B	1.89357730288	-0.664857045669
ADGRA3	-0.488965794827	3.23162639818
SLC15A3	1.70796837375	-1.02402165276
SNX7	-0.391378528758	1.5260471051
WBSCR27	0.632966210539	2.00933400946
FKBP4	-1.56204981155	0.0985381577232
RUNDC3A	1.52652830299	-0.00547935605999
TFPI2	0.0230494798334	3.01463329143
HCLS1	1.27604215637	-1.92687597229
PRKAB2	-1.73505754591	0.9018350598
SMAP2	1.64807959778	-0.653590944778
INPP5D	1.57299215893	-0.222687519007
CRAT	1.53164811586	-0.0805834648587
IRF8	1.45690543049	-2.1442750519
ID1	1.34121323043	2.33364383686
ID3	1.57580857531	2.11354859255
CIITA	1.77259017941	-0.107436864145
ENAH	-1.39232607856	1.64337934365
TRIP13	-0.226798498221	1.95338970318
SFN	1.59538438327	0.0145266079489
KDELC1	-0.176913601847	1.57758819789
GOLM1	-0.968950735856	1.62821434663
NID1	0.141390071138	1.96403892406
NKG7	1.54414024393	-1.59272879864
MOB3B	-0.137529518189	-3.55167989776
CTPS1	-0.657058711236	1.66251685426
CCL24	1.1554761582	-2.02777907613
MBNL2	-1.54492161899	0.592570655304
PLXNC1	-0.17249955253	-1.58627288401
PON2	-0.94501161236	3.21553093561
AQP9	0.157297945375	-1.56357546005
CCDC80	0.326595196714	2.03132362067
EFEMP1	-0.0013757537936	2.60038938488
FAM20A	-0.41325216239	-1.50229137895
GZMH	2.10481714444	-0.9558394078
DKK3	1.44045803082	2.79319629852
RCN3	-0.063492616938	1.68992092229
CHST14	0.763456095608	1.72351836727
SLC1A4	-0.12577373481	-1.70556076708
SLA	1.61589588506	-0.238018583155
SLC1A3	0.0234920982782	-1.54126497023
GPR68	1.52552859974	-0.255277774036
EVA1A	-0.124477241107	2.36049675364
CDH2	-0.596381007291	2.39836504139
KDELR3	-1.28828315435	2.1562901674
PLPP1	-0.423033290351	2.55169887709
PLPP3	0.456710428063	1.73138405711
PLPP2	0.385167010298	4.05812519856
COLEC12	-0.0416344966684	1.7343683472
BGN	1.23150382197	2.80450142329
PRDM1	1.75281606785	0.811547287611
TMEM119	1.35068041075	2.16223426778
SNHG10	-0.520085646233	-1.65163778069
PTGDS	0.792919951471	1.85585159957
PTGFRN	-0.481899887105	2.6260185298
FMC1	-1.57479568876	0.541813423492
EDNRA	0.174207834474	2.36593610849
COL1A2	0.0335196556566	4.66306444473
COL1A1	0.610271366586	4.3681631333
TNFRSF10A	1.53180897807	-0.759995916557
CAMK2N1	0.809705801814	1.5210467682
PREX1	1.68998793978	-1.09166964139
GATM	-0.344921940266	2.77691462926
PSTPIP1	1.65457984038	-0.906425738416
GPRC5A	-0.214374041748	1.58044323607
MLLT6	1.75117145765	-0.209151392295
UAP1	-0.797116129218	1.79916562804
SPARC	1.10014816056	2.6447866443
DEF6	1.76486042089	-0.493142682437
NBL1	1.3243767168	2.02237387871
PCOLCE	0.840035638144	2.87798208742
PUDP	0.118172914124	-2.86791683709
FCMR	1.38696741331	-3.45218683207
CXCL1	0.691713467704	1.53642198526
DHX58	1.71537967815	-0.254250945445
CENPU	-1.21138176612	3.07065976711
SYK	1.58526902804	-1.22594790193
SLIT3	1.93036115823	0.693952441053
MT1H	-0.0668437021448	-1.59629345532
MT1G	-0.705151446963	-1.63333216302
MT1F	-0.270589908221	-1.57437193004
PLAT	-0.174473738437	4.06514673794
PLA2G2A	0.62096610142	1.95196308292
PLA2G4A	-1.8783907185	1.14564467409
PLAU	0.644501107077	1.97497228753
PRSS23	0.908374470561	2.41919518768
WNT5A	0.778209933919	5.17933675908
WNT7B	1.64268428397	0.0546834210016
FLT1	-0.796724400656	-1.53519647987
TMEM98	-0.337533107847	2.72704439001
DLC1	0.163773496817	2.47702055728
MYL9	0.548212707534	2.07302396674
OLFML2A	0.603363004796	2.0681383392
BTN3A1	1.98025605475	-0.588149687269
ABCC3	1.5197608589	-0.438049716558
TNFRSF25	1.71908027963	0.680841127637
ADAMTS2	-0.41359424893	1.72441899487
MAGED1	-0.807177607274	2.25754396245
FUCA1	1.49715549888	-0.202657660322
MCAM	-0.0319423054772	1.73452258177
CD274	2.04153960021	-1.63742414313
ANGPTL4	-0.5617514738	1.94529739864
AKR1B1	0.0800314566378	1.64948164285
ERRFI1	0.304240413196	3.33908522859
ENC1	1.26986501786	2.03576536732
ADAMTSL2	1.56626011805	-0.138409193492
GZMM	1.94491138078	-0.16147812683
GZMA	1.72669401847	-1.71462026261
GZMK	1.86206008857	-1.50093289114
GZMB	1.22640486836	-1.55398470969
C1QTNF3	-1.57869353645	0.501146000185
LAMC1	-0.584510226646	2.83520121291
LAMB3	1.5828595457	1.07900265342
LAMB2	-0.386563766882	2.90252693713
LAMB1	-0.748101803968	3.25531149091
TPM1	0.085282202708	2.73686593582
TPM2	0.515189245672	2.75238057275
NOTCH3	0.508772506412	1.82595954923
STEAP1	-0.545907420224	2.43221136547
LBH	1.57582591306	0.535071491623
COL16A1	0.389626433255	2.10782001983
COL11A1	-0.319053067642	2.22424563254
COL12A1	0.0790418282368	3.2138649081
MRC2	0.855229966162	1.63331276475
IL13RA2	1.02963915558	3.54786510071
MFAP4	0.726975808397	2.18447719535
MFAP2	0.623910440704	2.24313770218
TWIST1	0.776680802375	3.23283403483
TNFRSF4	1.65430267421	-0.252081489123
CPLX1	1.81494962587	-0.601037222001
CBR3	-0.920463381604	1.89010357804
SERPINH1	-1.12336069657	1.87405719256
MX1	1.51862497076	-0.569613862702
PFDN2	-1.707763505	0.698477563447
MBOAT2	-0.221305078069	1.77177406416
ZNF185	1.54246247561	0.395909608657
PTPRC	1.11292499966	-2.26228268312
CD40	1.55867589934	-0.931873492278
CD37	1.51056226268	-1.89653744821
GPM6B	-1.6513891666	-0.00918599095396
MRPL24	-1.61752046145	0.90516723684
CDK18	-1.62103824212	0.187265838152
GNG12	-0.505686413565	2.73684840284
EMP2	0.158434463142	2.08690937907
LMNA	-1.51509413832	1.37194714268
ARL4C	1.39388082265	2.64756889608
RHBDF2	-0.312662097064	-1.74346416407
ITGAL	1.98346390288	-2.45657858245
WDR54	1.47087070078	1.91088515187
AXL	2.16227356436	3.03936308532
SHISA2	0.54819093296	2.49769290034
EDIL3	0.556825408405	1.60839490934
FNDC1	0.0585363426312	2.44159176553
TGFBI	0.830682655329	3.13530328653
TGFB1I1	1.49956779259	2.15794855549
TGFB1	1.63647360431	-0.0454753412045
GNG11	0.654615795164	2.14619675737
IGFBP7	0.166712869471	2.82287188244
CYR61	0.735026829253	3.76472030426
BHLHE41	0.2384459763	-2.40715471297
MAD2L1	-0.793890991053	1.63004680487
RSAD2	0.792950734361	-2.56718464199
RARRES2	0.838824207524	2.49261960179
RASSF2	1.6559728352	-0.64867714684
MRPL15	-1.6194146284	-0.0661570465392
RIDA	-2.09259619462	1.46898497899
MINK1	1.52762575805	-0.152963993179
KDM1B	-1.499602446	-0.313702751585
PHGDH	-1.73863504629	-0.420671892508
MAOA	-0.370643900388	2.34884482168
S100A16	1.282936946	1.93089767841
CTSC	-0.440503236942	2.8666307174
PGRMC1	-1.56795131939	0.337267783323
LILRB1	0.875336416714	-1.62693054601
FPR3	0.84831139426	-1.65313196669
ECM1	-0.754387594206	2.07423729141
ZNFX1	2.41757696174	-0.586139709258
BATF2	0.960512108742	-1.70570379753
TRAM2	0.325762238783	2.02233941557
NDFIP2	-0.509782837872	2.42404183186
CDR2L	0.554914176354	2.36068602189
CYBB	1.19561456116	-3.10350719172
IL2RB	2.54158896048	-1.64119594234
IL2RG	1.50479448682	-2.69426082262
BUB1B	-0.241604164985	1.54674351765
ZNF703	1.78464164324	0.531440379108
SASH3	1.76412113286	-0.637483790269
ANLN	-0.574612356904	1.61828215312
IFNLR1	1.81060326395	-0.550396571955
PKIG	0.431444204369	1.75202754172
CDK1	-0.687034272495	1.5763907126
NLRP1	1.63964736016	-0.294019711887
GFPT1	-1.65927877239	0.429286185031
FMNL3	1.59147533215	-0.161638203957
DHRS3	1.63551980773	1.34052522706
CST7	1.68539993367	-0.305585532868
FAP	0.281819418844	1.80945715779
FBLN1	0.0486743204772	2.52374973897
FBLN2	0.277225906456	1.57064315711
SUSD6	1.42853556801	-2.60443481172
KIAA0101	-0.681772351224	2.55780055682
PDPN	0.552734015834	1.84550346898
HAS2	0.606830845608	2.64026394336
HADH	-1.94323733985	0.638379180482
ST5	0.25072025605	2.10692624439
ANKRD22	0.920344862103	-2.97939080595
SCAMP5	1.69175206529	0.135008040255
TSPAN18	1.53225348546	-0.283766924759
IER3	0.0424750828572	1.85233386985
SLC37A1	1.59396680314	-0.623660521878
IRF1	1.57786956687	-0.880551009567
NDN	0.344535869939	3.6688583011
DIO2	-0.226380471054	1.51717794561
STRA6	1.77823872437	1.13561599766
LTBP4	1.55278631088	1.39029557216
NRROS	0.716289310062	-3.56328994643
SGCB	-1.88623103646	1.58925250339
LTBP1	-0.126771403246	1.5179538519
CFD	0.761180579439	2.61069363915
ANXA6	0.479623808235	1.51531945005
LY86	1.18458577816	-1.79312257612
DKK1	-0.165754154243	2.10113928606
OLFML3	0.814135040163	2.6657990401
ACAT2	-1.52687246474	-0.578810530897
LGALS9	1.6083988609	-1.62747303097
TNFRSF1B	1.93614081618	-1.66099586627
PARVG	1.63709449305	-0.995137723607
SMOC2	1.6845065994	0.571691017128
ZAP70	1.84065648922	-0.987155586313
ST6GALNAC2	-1.49925285596	-0.821317731703
CP	-0.298757609076	-1.72391886984
FBN1	-0.33543288017	2.60282072355
FBP1	0.605943599381	-2.63964739839
FCER1A	-0.589269583926	3.52260161486
FCER1G	0.706960135994	-1.59171614459
TNC	-0.122538092065	2.78944946491
MFGE8	-1.62965086056	1.10578185706
WWTR1	-0.196794259607	2.55724631862
CLIC4	-1.67261514894	0.880845564513
TIMP3	0.0332709825864	3.48438763124
TIMP1	-0.0902930119772	2.62368356651
TIMP2	-0.521368997334	2.27260216067
THY1	0.678930486132	2.52449283092
FOXQ1	1.12231188472	3.31424737607
SLC39A8	-1.82370781453	-0.345163619144
CXCR4	0.674798862426	-1.6611662831
CPQ	-0.692760325669	2.02737699179
TNFRSF11B	0.547116819132	1.83904311816
GPX3	0.89693865598	1.6042164037
SOX18	1.77267742198	0.551997971807
CTDSPL	-0.531849539448	1.92175092658
ZBTB10	-1.9234172447	-0.368157893754
NME4	-0.435681216496	2.09442453357
NNMT	-0.328775523237	3.05213222746
CAV1	0.397465485311	2.55377068674
SPP1	-1.15314557104	-1.897437177
SPOCK1	0.063745592928	3.4005289995
YPEL3	1.57389092593	-0.136880310041
CRISPLD2	0.516054501852	1.60293043135
RARRES3	1.7009186645	-0.875177918602
AZIN1	-1.56243895973	-0.0335580513029
FKBP10	-0.0445710448704	2.69931026356
PRKCDBP	-0.545935499601	2.99880817677
OLR1	1.53147342171	-2.4086519036
ALDH7A1	-1.34427672118	1.78926380028
PARP3	1.99127985111	0.140364212232
UPP1	0.324694197253	-1.5078884042
COL14A1	0.118894772637	2.23133919724
PLEK	0.878365388653	-1.58766524583
HSPH1	-1.68362110339	0.149634461714
DTX1	1.49763914932	0.759891427966
MYO1F	1.35213166175	-1.79730579669
CCR7	1.87705655914	-1.63974234217
AJUBA	-0.200899447405	2.18784130544
FAM64A	0.000879440492852	1.971798773
PLEKHA5	-1.42400349806	2.2234347522
SEC23A	-1.51287611832	0.70210334724
CCNB1	-0.349544437615	2.21378462803
CCND2	1.71899782703	-0.477027011463
COPZ2	0.0424042708886	1.51946976552
ABI3	1.97683762067	-1.02072853228
GCH1	0.766788161074	-2.64235026624
MMP11	0.881371858364	2.12759123304
MXRA5	0.295546368979	3.43268831116
MPC2	-2.19562674504	-0.255189479076
SERPINF1	-0.671088681841	4.15791463499
PECAM1	0.873396761507	-1.88394750018
SERPINB9	1.78323170124	-1.3985944947
RDH10	-1.72925260404	0.723224636006
PARM1	1.47495048989	2.63342176828
AMIGO2	0.585844963624	1.91509598577
CPNE8	-1.89643507637	0.185718775856
ACYP1	-1.58275794046	0.552945388393
TRAF1	2.06092267445	-0.747003705455
VWF	0.990868156537	-1.59129506809
DMTN	1.63728512992	-0.243298466598
GNLY	1.61813505701	-1.08211454531
CTHRC1	0.29411044835	4.570546375
SLC24A3	0.109664849857	2.57077668433
ITGB2	1.2258870924	-2.18420032119
ITGAV	-0.972588301625	2.35436232013
ITGAM	0.85008724185	-1.79632002477
SH3RF3	1.5026296328	0.86090872642
CPXM1	-0.242404013301	1.8380082134
IRF9	2.1529773538	-0.287463656848
CALU	-1.22795742737	1.59741162039
APOL3	1.71393237484	0.311538865608
PHYH	-1.52860165189	0.33710441417
FYB	0.835329746161	-1.98908964314
FZD2	0.464412785264	1.85818822908
CD27	2.07773230402	-0.492261841392
CYFIP2	2.00662821797	-0.0682195833413
RAPGEF1	1.65729321083	-1.37358822129
GOLGA8A	-0.530464033935	1.63025301421
HACD3	-0.647860110698	1.5855639291
CERCAM	0.300878714297	1.97488166283
SEPP1	-0.317127987379	1.60342523326
HEYL	0.386056425749	2.00184279927
GM2A	0.670410637715	-1.54858690303
LCN2	0.0258913435001	2.16442958341
LCP2	1.28925786053	-1.81594277422
LCP1	1.01431528995	-1.90969580223
LCK	2.18040449963	-1.12013274892
SQLE	-2.19854722662	0.614044752386
DHTKD1	-1.80001201746	0.72697184173
P4HA1	-1.93039646221	0.478976407465
TSPAN4	0.361161350286	1.88790283549
CCNB2	-0.40877274887	1.92678318617
NSG1	0.262996513727	1.76807072041
IL15RA	1.62271945042	0.638412536119
MEIS3P1	0.826822369855	1.56479771863
TMEM158	1.10648166605	3.67397746251
OLFML2B	0.572329474216	2.05999367656
LGALSL	-0.517593960494	1.98595816395
ABCC4	0.46850076462	3.00147445428
TCF4	1.22317631384	2.49822853503
TRIB2	0.35467483742	1.75891270419
CD83	-0.0382421608426	-1.92412131855
LYPLA1	-2.18818189496	0.37937662313
CRYZ	-2.01845314582	1.60402917458
RHOBTB1	-1.53816740452	0.562735025213
TRANK1	1.64687531155	0.0938613543596
FAT1	-1.16311607861	3.07563655569
LNX2	-1.49079260459	0.0787104770013
FHOD3	1.36785895773	1.61043500853
EBI3	1.59756032386	0.37295874846
FHL2	0.201998455392	3.36451158344
FHL1	-0.330775413456	2.31137302795
ITM2C	0.259763597786	3.37872799714
ARHGAP9	1.50293243327	-1.35135239926
EPDR1	-0.477818413576	2.3539008989
CHRDL1	0.340744618703	1.69945664095
OAF	0.512310196009	1.63254128093
KLF13	1.8224730129	0.122647798404
EDN1	1.11022177159	-3.22405080483
BOLA1	-1.5792441171	0.11614422578
HBEGF	0.638252061732	-2.24842137433
KRT18	0.0576275591604	1.7550359776
TFAP2C	-0.114726304203	1.90336857221
NR2F2	-0.750001231701	2.75740354907
VSIG4	0.228962583474	-3.13558994243
FKBP9	0.401479951831	1.9990877418
PSME1	1.52940986267	-0.125094577738
DNALI1	1.7824513426	0.410218045637
LAPTM5	1.19331373847	-2.88270324078
SPOCK2	2.15694727669	-1.48588140328
SCRN1	1.05385657766	1.94336589526
GAS1	0.239481263897	1.81222289715
CH25H	1.12775982941	2.41313739661
KIAA0907	-1.49519147755	0.191148850313
MMP1	0.0084324114648	4.13685530274
MMP2	0.248950054886	1.55476841829
MMP7	-0.409009713	-1.88798247567
GALNT2	-0.719078682601	1.57679563488
BACE2	-0.0810586196784	1.70661943867
TNS2	0.032305792868	1.96900978043
MRGPRF	1.8470549978	0.48020857434
RAMP1	-0.0649245775448	2.68791391885
MMP28	1.54607396661	-0.0611970054568
ETV7	1.24247835508	-1.55472186851
FBXO27	-0.227958578968	1.65079807925
SVIL	-0.728672851805	1.62068109956
SNAI2	-0.839734162898	2.30278970101
SMARCA1	-0.207632680361	2.41379591783
IL18BP	1.92868478163	-0.624981906214
MSR1	0.495967349327	-1.86887121986
PKD2	-1.72154945078	1.2338848927
VAV1	1.61587739185	-1.72746576659
APCDD1	0.530597713347	2.08462141312
FAM114A1	-1.8050771492	1.17588800643
CTSK	-0.2678248036	3.4736631493
C5AR1	0.382356813208	-1.78801067289
NCF4	0.932109394621	-1.62320382318
BTN3A3	1.6363889316	-0.0731304024836
TUBB4B	0.623757952517	1.61435018235
PHLDA2	0.328756711938	2.02435221306
DNM1	0.904180045139	2.61420986653
COL4A2	-0.0785560345198	3.92518605571
COL3A1	0.210109927463	4.7089933848
COL4A1	-0.0703417747536	3.5439919749
PPFIBP1	-0.436645018472	2.45325973589
ITGA11	1.30568769468	1.74001201241
GJA1	0.239598645198	1.73417197705
TNIK	0.0383434893216	-2.51569522633
LARP6	0.127202980487	1.61755411045
KCTD3	-1.94214696976	1.83480533379
